biosample	nucleotide accession	run	biosample	nucleotide accession	strain	cvm_number	collection_year	country	state/province	isolation_source	genus	spcecies	subspecies	serovar	primary_sample_source_category	secondary_sample_source_category	sample_source_associated_taxa	source	MIC_AMP	MIC_AMC	MIC_FOX	MIC_CRO	MIC_TIO	MIC_GEN	MIC_FIS	MIC_SXT	MIC_AZM	MIC_CHL	MIC_CIP	MIC_NAL	MIC_TET	number_of_measurments	R_AMP	R_AMC	R_FOX	R_CRO	R_TIO	R_GEN	R_FIS	R_SXT	R_AZM	R_CHL	R_CIP	R_NAL	R_TET	cgmlst_matching_alleles	cgmlst_subspecies	o_antigen	serogroup	h1	h2	serovar	serovar_antigen	serovar_cgmlst	serovar_comparison_result	sample	ARR-6|JF922883	QnrA1|AY070235	QnrB19|HM146784	QnrB1|EF682133	QnrB20|AB379831	QnrB4|DQ303921	QnrB5|DQ303919	QnrB6|EF523819	QnrS1|AB187515	QnrS2|JF261185	aac(3)-IIa|X51534	aac(3)-IId|EU022314	aac(3)-IVa|X01385	aac(3)-Id|AB114632	aac(3)-VIa|M88012	aac(6)-IIc|AF162771	aac(6)-Ib|M21682	aac(6)Ib-cr|DQ303918	aac(6)Ib-cr|EF636461	aacA4|KM278199	aadA12|AY665771	aadA13|AY713504	aadA16|EU675686	aadA1|JQ414041	aadA1|JQ480156	aadA1|JX185132	aadA2|JQ364967	aadA5|AF137361	aadA7|AF224733	ant(2)-Ia|M86913	ant(3)-Ia|X02340	aph(3)-IIa|X57709	aph(3)-Ia|V00359	aph(3)-Ib|AF321551	aph(4)-Ia|V01499	aph(6)-Ic|X01702	aph(6)-Id|M28829	armA|AY220558	blaCARB-2|M69058	blaCMY-17|AY513266	blaCMY-2|X91840	blaCMY-42|HM146927	blaCMY-4|AF420597	blaCMY-6|AJ011293	blaCTX-M-14b|DQ359215	blaCTX-M-14|AF252622	blaCTX-M-15|DQ302097	blaCTX-M-1|DQ915955	blaCTX-M-27|EU916273	blaCTX-M-55|GQ456159	blaCTX-M-65|GQ456158	blaCTX-M-8|AF189721	blaDHA-1|Y16410	blaFOX-5|AY007369	blaKPC-2|AY034847	blaKPC-3|HM769262	blaKPC-4|FJ473382	blaNDM-1|FN396876	blaNDM-5|JN104597	blaNDM-6|JN967644	blaNDM-7|JX262694	blaOXA-181|HM992946	blaOXA-1|J02967	blaOXA-2|DQ310703	blaOXA-9|JF703130	blaSHV-105|FJ194944	blaSHV-12|AF462395	blaSHV-2|GU064394	blaTEM-199|JX050178	blaTEM-1A|HM749966	blaTEM-1B|JF910132	blaTEM-1C|FJ560503	blaTEM-1D|AF188200	blaTEM-206|KC783461	blaTEM-33|GU371926	blaTEM-52B|AF027199	catA1|V00622	catB3|AJ009818	cmlA1|M64556	dfrA12|AB571791	dfrA14|DQ388123	dfrA15|HM449019	dfrA17|FJ460238	dfrA18|AJ310778	dfrA1|JQ690541	dfrA1|X00926	dfrA25|DQ267940	dfrA29|AM237806	dfrA5|X12868	dfrA7|JF806498	dfrA8|U10186	dfrB3|X72585	erm(B)|AF242872	erm(B)|JN899585	floR|AF118107	fosA7|LAPJ01000014	mph(A)|D16251	mph(A)|U36578	mph(B)|D85892	mph(E)|EU294228	msr(E)|EU294228	oqxA|EU370913	oqxB|EU370913	rmtB|AB103506	rmtC|AB194779	strA|M96392	sul1|AY963803	sul1|CP002151	sul2|FN995456	sul2|GQ421466	sul2|HQ840942	sul3|AJ459418	tet(A)|AJ517790	tet(A)|AY196695	tet(B)|AF326777	tet(B)|AP000342	tet(C)|AY046276	tet(C)|NC_003213	tet(D)|AF467077	tet(G)|AF133140	tet(M)|U58985	tet(O)|M18896	total_resfinder_genes	resfinder_comments	phenotypic_amikacin	phenotypic_amoxicillin-clavulanic acid	phenotypic_ampicillin	phenotypic_ampicillin-sulbactam	phenotypic_azithromycin	phenotypic_aztreonam	phenotypic_cefalexin	phenotypic_cefazolin	phenotypic_cefepime	phenotypic_cefotaxime	phenotypic_cefotaxime-clavulanic acid	phenotypic_cefotetan	phenotypic_cefoxitin	phenotypic_ceftazidime	phenotypic_ceftazidime-clavulanic acid	phenotypic_ceftiofur	phenotypic_ceftriaxone	phenotypic_chloramphenicol	phenotypic_ciprofloxacin	phenotypic_colistin	phenotypic_doripenem	phenotypic_ertapenem	phenotypic_fosfomycin	phenotypic_gentamicin	phenotypic_imipenem	phenotypic_kanamycin	phenotypic_levofloxacin	phenotypic_meropenem	phenotypic_minocycline	phenotypic_nalidixic acid	phenotypic_nitrofurantoin	phenotypic_piperacillin	phenotypic_piperacillin-tazobactam	phenotypic_polymyxin B	phenotypic_streptomycin	phenotypic_sulbactam	phenotypic_sulfisoxazole	phenotypic_tetracycline	phenotypic_tigecycline	phenotypic_tobramycin	phenotypic_trimethoprim-sulfamethoxazole	phenotypic_amikacin	phenotypic_amoxicillin-clavulanic acid	phenotypic_ampicillin	phenotypic_ampicillin-sulbactam	phenotypic_azithromycin	phenotypic_aztreonam	phenotypic_cefalexin	phenotypic_cefazolin	phenotypic_cefepime	phenotypic_cefotaxime	phenotypic_cefotaxime-clavulanic acid	phenotypic_cefotetan	phenotypic_cefoxitin	phenotypic_ceftazidime	phenotypic_ceftazidime-clavulanic acid	phenotypic_ceftiofur	phenotypic_ceftriaxone	phenotypic_chloramphenicol	phenotypic_ciprofloxacin	phenotypic_colistin	phenotypic_doripenem	phenotypic_ertapenem	phenotypic_fosfomycin	phenotypic_gentamicin	phenotypic_imipenem	phenotypic_kanamycin	phenotypic_levofloxacin	phenotypic_meropenem	phenotypic_minocycline	phenotypic_nalidixic acid	phenotypic_nitrofurantoin	phenotypic_piperacillin	phenotypic_piperacillin-tazobactam	phenotypic_polymyxin B	phenotypic_streptomycin	phenotypic_sulbactam	phenotypic_sulfisoxazole	phenotypic_tetracycline	phenotypic_tigecycline	phenotypic_tobramycin	phenotypic_trimethoprim-sulfamethoxazole
SAMN05201783	SRR3664653	SRR3664653	SAMN05201783	SRR3664653	CVM N38896		2012	United States	New Mexico	Chicken Wing	Salmonella	enterica	I	Kentucky	Prepared food product	Poultry	Gallus gallus	chicken wings	<=1	<=1	2	<=0.25	1	0.5	32	64	4	4	<=0.015	2	>32	13	0	0	0	0	0	0	0	1	0	0	0	0	1	328	enterica	8,20	C2-C3	i	z6	Kentucky	Kentucky	Kentucky	Match	SRR3664653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3		-	0	0	-	0	-	-	-	-	-	-	-	0	-	-	0	0	0	0	-	-	-	-	0	-	0	-	-	-	0	-	-	-	-	1	-	0	1	-	-	0	-	<= 1/0.5 mg/L	<= 1 mg/L	-	== 4 mg/L	-	-	-	-	-	-	-	== 2 mg/L	-	-	== 1 mg/L	<= 0.25 mg/L	== 4 mg/L	<= 0.015 mg/L	-	-	-	-	== 0.5 mg/L	-	<= 8 mg/L	-	-	-	== 2 mg/L	-	-	-	-	== 64 mg/L	-	== 32 mg/L	> 32 mg/L	-	-	<= 0.12/2.38 mg/L
SAMN05201951	SRR3664867	SRR3664867	SAMN05201951	SRR3664867	CVM N42240		2012	United States	New Mexico	Chicken Breast	Salmonella	enterica	I	Kentucky	Prepared food product	Poultry	Gallus gallus	chicken breast	<=1	2	4	<=0.25	1	0.5	32	64	4	4	<=0.015	2	>32	13	0	0	0	0	0	0	0	1	0	0	0	0	1	329	enterica	8,20	C2-C3	i	z6	Kentucky	Kentucky	Kentucky	Match	SRR3664867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3		-	0	0	-	0	-	-	-	-	-	-	-	0	-	-	0	0	0	0	-	-	-	-	0	-	0	-	-	-	0	-	-	-	-	1	-	0	1	-	-	0	-	== 2/1 mg/L	<= 1 mg/L	-	== 4 mg/L	-	-	-	-	-	-	-	== 4 mg/L	-	-	== 1 mg/L	<= 0.25 mg/L	== 4 mg/L	<= 0.015 mg/L	-	-	-	-	== 0.5 mg/L	-	<= 8 mg/L	-	-	-	== 2 mg/L	-	-	-	-	== 64 mg/L	-	== 32 mg/L	> 32 mg/L	-	-	<= 0.12/2.38 mg/L
SAMN05201939	SRR3664849	SRR3664849	SAMN05201939	SRR3664849	CVM N41919		2012	United States	Pennsylvania	Chicken Breast	Salmonella	enterica	I	Kentucky	Prepared food product	Poultry	Gallus gallus	chicken breast	<=1	<=1	2	<=0.25	0.5	0.5	64	64	4	4	<=0.015	2	>32	13	0	0	0	0	0	0	0	1	0	0	0	0	1	329	enterica	8,20	C2-C3	i	z6	Kentucky	Kentucky	Kentucky	Match	SRR3664849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3		-	0	0	-	0	-	-	-	-	-	-	-	0	-	-	0	0	0	0	-	-	-	-	0	-	0	-	-	-	0	-	-	-	-	1	-	0	1	-	-	0	-	<= 1/0.5 mg/L	<= 1 mg/L	-	== 4 mg/L	-	-	-	-	-	-	-	== 2 mg/L	-	-	== 0.5 mg/L	<= 0.25 mg/L	== 4 mg/L	<= 0.015 mg/L	-	-	-	-	== 0.5 mg/L	-	<= 8 mg/L	-	-	-	== 2 mg/L	-	-	-	-	== 64 mg/L	-	== 64 mg/L	> 32 mg/L	-	-	<= 0.12/2.38 mg/L
SAMN05201724	SRR3665282	SRR3665282	SAMN05201724	SRR3665282	CVM N37929		2011	United States	New Mexico	Chicken Wings	Salmonella	enterica	I	Kentucky	Prepared food product	Poultry	Gallus gallus	chicken wings	<=1	<=1	2	<=0.25	1	0.5	64	64	4	4	<=0.015	2	>32	13	0	0	0	0	0	0	0	1	0	0	0	0	1	329	enterica	8,20	C2-C3	i	z6	Kentucky	Kentucky	Kentucky	Match	SRR3665282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3		-	0	0	-	0	-	-	-	-	-	-	-	0	-	-	0	0	0	0	-	-	-	-	0	-	0	-	-	-	0	-	-	-	-	1	-	0	1	-	-	0	-	<= 1/0.5 mg/L	<= 1 mg/L	-	== 4 mg/L	-	-	-	-	-	-	-	== 2 mg/L	-	-	== 1 mg/L	<= 0.25 mg/L	== 4 mg/L	<= 0.015 mg/L	-	-	-	-	== 0.5 mg/L	-	<= 8 mg/L	-	-	-	== 2 mg/L	-	-	-	-	== 64 mg/L	-	== 64 mg/L	> 32 mg/L	-	-	<= 0.12/2.38 mg/L
SAMN05201898	SRR3664798	SRR3664798	SAMN05201898	SRR3664798	CVM N41729		2012	United States	California	Chicken Breast	Salmonella	enterica	I	Kentucky	Prepared food product	Poultry	Gallus gallus	chicken breast	<=1	<=1	2	<=0.25	0.5	0.5	<=16	64	4	4	<=0.015	2	>32	13	0	0	0	0	0	0	0	1	0	0	0	0	1	329	enterica	8,20	C2-C3	i	z6	Kentucky	Kentucky	Kentucky	Match	SRR3664798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3		-	0	0	-	0	-	-	-	-	-	-	-	0	-	-	0	0	0	0	-	-	-	-	0	-	0	-	-	-	0	-	-	-	-	1	-	0	1	-	-	0	-	<= 1/0.5 mg/L	<= 1 mg/L	-	== 4 mg/L	-	-	-	-	-	-	-	== 2 mg/L	-	-	== 0.5 mg/L	<= 0.25 mg/L	== 4 mg/L	<= 0.015 mg/L	-	-	-	-	== 0.5 mg/L	-	<= 8 mg/L	-	-	-	== 2 mg/L	-	-	-	-	== 64 mg/L	-	<= 16 mg/L	> 32 mg/L	-	-	<= 0.12/2.38 mg/L
SAMN05201705	SRR3665258	SRR3665258	SAMN05201705	SRR3665258	CVM N37905		2011	United States	Colorado	Chicken Breast	Salmonella	enterica	I	Kentucky	Prepared food product	Poultry	Gallus gallus	chicken breast	<=1	<=1	2	<=0.25	0.5	0.5	<=16	64	4	4	<=0.015	2	>32	13	0	0	0	0	0	0	0	1	0	0	0	0	1	329	enterica	8,20	C2-C3	i	z6	Kentucky	Kentucky	Kentucky	Match	SRR3665258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3		-	0	0	-	0	-	-	-	-	-	-	-	0	-	-	0	0	0	0	-	-	-	-	0	-	0	-	-	-	0	-	-	-	-	1	-	0	1	-	-	0	-	<= 1/0.5 mg/L	<= 1 mg/L	-	== 4 mg/L	-	-	-	-	-	-	-	== 2 mg/L	-	-	== 0.5 mg/L	<= 0.25 mg/L	== 4 mg/L	<= 0.015 mg/L	-	-	-	-	== 0.5 mg/L	-	<= 8 mg/L	-	-	-	== 2 mg/L	-	-	-	-	== 64 mg/L	-	<= 16 mg/L	> 32 mg/L	-	-	<= 0.12/2.38 mg/L
SAMN05201745	SRR3665308	SRR3665308	SAMN05201745	SRR3665308	CVM N38231		2011	United States	Maryland	Chicken Breast	Salmonella	enterica	I	Kentucky	Prepared food product	Poultry	Gallus gallus	chicken breast	<=1	<=1	2	<=0.25	0.5	0.5	<=16	64	4	4	<=0.015	2	>32	13	0	0	0	0	0	0	0	1	0	0	0	0	1	326	enterica	8,20	C2-C3	i	z6	Kentucky	Kentucky	Kentucky	Match	SRR3665308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3		-	0	0	-	0	-	-	-	-	-	-	-	0	-	-	0	0	0	0	-	-	-	-	0	-	0	-	-	-	0	-	-	-	-	1	-	0	1	-	-	0	-	<= 1/0.5 mg/L	<= 1 mg/L	-	== 4 mg/L	-	-	-	-	-	-	-	== 2 mg/L	-	-	== 0.5 mg/L	<= 0.25 mg/L	== 4 mg/L	<= 0.015 mg/L	-	-	-	-	== 0.5 mg/L	-	<= 8 mg/L	-	-	-	== 2 mg/L	-	-	-	-	== 64 mg/L	-	<= 16 mg/L	> 32 mg/L	-	-	<= 0.12/2.38 mg/L
SAMN05201740	SRR3665301	SRR3665301	SAMN05201740	SRR3665301	CVM N37948		2011	United States	Oregon	Chicken Breast	Salmonella	enterica	I	Kentucky	Prepared food product	Poultry	Gallus gallus	chicken breast	<=1	<=1	2	<=0.25	0.5	0.5	<=16	64	4	4	<=0.015	2	>32	13	0	0	0	0	0	0	0	1	0	0	0	0	1	329	enterica	8,20	C2-C3	i	z6	Kentucky	Kentucky	Kentucky	Match	SRR3665301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3		-	0	0	-	0	-	-	-	-	-	-	-	0	-	-	0	0	0	0	-	-	-	-	0	-	0	-	-	-	0	-	-	-	-	1	-	0	1	-	-	0	-	<= 1/0.5 mg/L	<= 1 mg/L	-	== 4 mg/L	-	-	-	-	-	-	-	== 2 mg/L	-	-	== 0.5 mg/L	<= 0.25 mg/L	== 4 mg/L	<= 0.015 mg/L	-	-	-	-	== 0.5 mg/L	-	<= 8 mg/L	-	-	-	== 2 mg/L	-	-	-	-	== 64 mg/L	-	<= 16 mg/L	> 32 mg/L	-	-	<= 0.12/2.38 mg/L
SAMN05201940	SRR3664850	SRR3664850	SAMN05201940	SRR3664850	CVM N41920		2012	United States	Pennsylvania	Chicken Breast	Salmonella	enterica	I	Kentucky	Prepared food product	Poultry	Gallus gallus	chicken breast	<=1	<=1	2	<=0.25	0.5	0.5	<=16	64	4	4	<=0.015	2	>32	13	0	0	0	0	0	0	0	1	0	0	0	0	1	329	enterica	8,20	C2-C3	i	z6	Kentucky	Kentucky	Kentucky	Match	SRR3664850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3		-	0	0	-	0	-	-	-	-	-	-	-	0	-	-	0	0	0	0	-	-	-	-	0	-	0	-	-	-	0	-	-	-	-	1	-	0	1	-	-	0	-	<= 1/0.5 mg/L	<= 1 mg/L	-	== 4 mg/L	-	-	-	-	-	-	-	== 2 mg/L	-	-	== 0.5 mg/L	<= 0.25 mg/L	== 4 mg/L	<= 0.015 mg/L	-	-	-	-	== 0.5 mg/L	-	<= 8 mg/L	-	-	-	== 2 mg/L	-	-	-	-	== 64 mg/L	-	<= 16 mg/L	> 32 mg/L	-	-	<= 0.12/2.38 mg/L
SAMN05201806	SRR3664683	SRR3664683	SAMN05201806	SRR3664683	CVM N38926		2012	United States	Tennessee	Chicken Breast	Salmonella	enterica	I	Kentucky	Prepared food product	Poultry	Gallus gallus	chicken breast	<=1	<=1	2	<=0.25	0.5	0.5	<=16	64	4	4	<=0.015	2	>32	13	0	0	0	0	0	0	0	1	0	0	0	0	1	329	enterica	8,20	C2-C3	i	z6	Kentucky	Kentucky	Kentucky	Match	SRR3664683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3		-	0	0	-	0	-	-	-	-	-	-	-	0	-	-	0	0	0	0	-	-	-	-	0	-	0	-	-	-	0	-	-	-	-	1	-	0	1	-	-	0	-	<= 1/0.5 mg/L	<= 1 mg/L	-	== 4 mg/L	-	-	-	-	-	-	-	== 2 mg/L	-	-	== 0.5 mg/L	<= 0.25 mg/L	== 4 mg/L	<= 0.015 mg/L	-	-	-	-	== 0.5 mg/L	-	<= 8 mg/L	-	-	-	== 2 mg/L	-	-	-	-	== 64 mg/L	-	<= 16 mg/L	> 32 mg/L	-	-	<= 0.12/2.38 mg/L
SAMN05201861	SRR3664755	SRR3664755	SAMN05201861	SRR3664755	CVM N40398		2012	United States	New Mexico	Chicken Breast	Salmonella	enterica	I	Kentucky	Prepared food product	Poultry	Gallus gallus	chicken breast	2	<=1	2	<=0.25	1	0.5	<=16	64	4	4	<=0.015	2	>32	13	0	0	0	0	0	0	0	1	0	0	0	0	1	328	enterica	8,20	C2-C3	i	z6	Kentucky	Kentucky	Kentucky	Match	SRR3664755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3		-	0	0	-	0	-	-	-	-	-	-	-	0	-	-	0	0	0	0	-	-	-	-	0	-	0	-	-	-	0	-	-	-	-	1	-	0	1	-	-	0	-	<= 1/0.5 mg/L	== 2 mg/L	-	== 4 mg/L	-	-	-	-	-	-	-	== 2 mg/L	-	-	== 1 mg/L	<= 0.25 mg/L	== 4 mg/L	<= 0.015 mg/L	-	-	-	-	== 0.5 mg/L	-	<= 8 mg/L	-	-	-	== 2 mg/L	-	-	-	-	== 64 mg/L	-	<= 16 mg/L	> 32 mg/L	-	-	<= 0.12/2.38 mg/L
SAMN05201698	SRR3665251	SRR3665251	SAMN05201698	SRR3665251	CVM N37898		2011	United States	California	Chicken Breast	Salmonella	enterica	I	Kentucky	Prepared food product	Poultry	Gallus gallus	chicken breast	<=1	<=1	4	<=0.25	1	0.5	<=16	64	4	4	<=0.015	2	>32	13	0	0	0	0	0	0	0	1	0	0	0	0	1	327	enterica	8,20	C2-C3	i	z6	Kentucky	Kentucky	Kentucky	Match	SRR3665251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3		-	0	0	-	0	-	-	-	-	-	-	-	0	-	-	0	0	0	0	-	-	-	-	0	-	0	-	-	-	0	-	-	-	-	1	-	0	1	-	-	0	-	<= 1/0.5 mg/L	<= 1 mg/L	-	== 4 mg/L	-	-	-	-	-	-	-	== 4 mg/L	-	-	== 1 mg/L	<= 0.25 mg/L	== 4 mg/L	<= 0.015 mg/L	-	-	-	-	== 0.5 mg/L	-	<= 8 mg/L	-	-	-	== 2 mg/L	-	-	-	-	== 64 mg/L	-	<= 16 mg/L	> 32 mg/L	-	-	<= 0.12/2.38 mg/L
SAMN05201695	SRR3665248	SRR3665248	SAMN05201695	SRR3665248	CVM N37895		2011	United States	California	Chicken Breast	Salmonella	enterica	I	Kentucky	Prepared food product	Poultry	Gallus gallus	chicken breast	<=1	<=1	2	<=0.25	2	0.5	<=16	64	4	4	<=0.015	2	>32	13	0	0	0	0	0	0	0	1	0	0	0	0	1	329	enterica	8,20	C2-C3	i	z6	Kentucky	Kentucky	Kentucky	Match	SRR3665248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3		-	0	0	-	0	-	-	-	-	-	-	-	0	-	-	0	0	0	0	-	-	-	-	0	-	0	-	-	-	0	-	-	-	-	1	-	0	1	-	-	0	-	<= 1/0.5 mg/L	<= 1 mg/L	-	== 4 mg/L	-	-	-	-	-	-	-	== 2 mg/L	-	-	== 2 mg/L	<= 0.25 mg/L	== 4 mg/L	<= 0.015 mg/L	-	-	-	-	== 0.5 mg/L	-	<= 8 mg/L	-	-	-	== 2 mg/L	-	-	-	-	== 64 mg/L	-	<= 16 mg/L	> 32 mg/L	-	-	<= 0.12/2.38 mg/L
SAMN05201840	SRR3664724	SRR3664724	SAMN05201840	SRR3664724	CVM N40365		2012	United States	Georgia	Chicken Breast	Salmonella	enterica	I	Kentucky	Prepared food product	Poultry	Gallus gallus	chicken breast	<=1	<=1	1	<=0.25	0.5	<=0.25	<=16	64	4	4	<=0.015	2	>32	13	0	0	0	0	0	0	0	1	0	0	0	0	1	329	enterica	8,20	C2-C3	i	z6	Kentucky	Kentucky	Kentucky	Match	SRR3664724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3		-	0	0	-	0	-	-	-	-	-	-	-	0	-	-	0	0	0	0	-	-	-	-	0	-	0	-	-	-	0	-	-	-	-	1	-	0	1	-	-	0	-	<= 1/0.5 mg/L	<= 1 mg/L	-	== 4 mg/L	-	-	-	-	-	-	-	== 1 mg/L	-	-	== 0.5 mg/L	<= 0.25 mg/L	== 4 mg/L	<= 0.015 mg/L	-	-	-	-	<= 0.25 mg/L	-	<= 8 mg/L	-	-	-	== 2 mg/L	-	-	-	-	== 64 mg/L	-	<= 16 mg/L	> 32 mg/L	-	-	<= 0.12/2.38 mg/L
